,Wave Number0,Intensity0,Wave Number1,Intensity1,Wave Number2,Intensity2,Wave Number3,Intensity3,Wave Number4,Intensity4,Wave Number5,Intensity5,Wave Number6,Intensity6,Wave Number7,Intensity7,Wave Number8,Intensity8,Wave Number9,Intensity9,Wave Number10,Intensity10,Wave Number11,Intensity11,Wave Number12,Intensity12,Wave Number13,Intensity13,Wave Number14,Intensity14,Wave Number15,Intensity15,Wave Number16,Intensity16,Wave Number17,Intensity17,Wave Number18,Intensity18,Wave Number19,Intensity19,Wave Number20,Intensity20,Wave Number21,Intensity21,Wave Number22,Intensity22,Wave Number23,Intensity23,Wave Number24,Intensity24,Wave Number25,Intensity25,Wave Number26,Intensity26,Wave Number27,Intensity27,Wave Number28,Intensity28,Wave Number29,Intensity29,Wave Number30,Intensity30,Wave Number31,Intensity31,Wave Number32,Intensity32,Wave Number33,Intensity33,Wave Number34,Intensity34,Wave Number35,Intensity35,Wave Number36,Intensity36,Wave Number37,Intensity37,Wave Number38,Intensity38,Wave Number39,Intensity39,Wave Number40,Intensity40,Wave Number41,Intensity41,Wave Number42,Intensity42,Wave Number43,Intensity43,Wave Number44,Intensity44,Wave Number45,Intensity45,Wave Number46,Intensity46,Wave Number47,Intensity47,Wave Number48,Intensity48,Wave Number49,Intensity49,Wave Number50,Intensity50,Wave Number51,Intensity51,Wave Number52,Intensity52,Wave Number53,Intensity53,Wave Number54,Intensity54,Wave Number55,Intensity55,Wave Number56,Intensity56,Wave Number57,Intensity57,Wave Number58,Intensity58,Wave Number59,Intensity59,Wave Number60,Intensity60,Wave Number61,Intensity61,Wave Number62,Intensity62,Wave Number63,Intensity63,Wave Number64,Intensity64,Wave Number65,Intensity65,Wave Number66,Intensity66,Wave Number67,Intensity67,Wave Number68,Intensity68,Wave Number69,Intensity69,Wave Number70,Intensity70,Wave Number71,Intensity71,Wave Number72,Intensity72,Wave Number73,Intensity73,Wave Number74,Intensity74,Wave Number75,Intensity75,Wave Number76,Intensity76,Wave Number77,Intensity77,Wave Number78,Intensity78,Wave Number79,Intensity79,Wave Number80,Intensity80,Wave Number81,Intensity81,Wave Number82,Intensity82,Wave Number83,Intensity83,Wave Number84,Intensity84,Wave Number85,Intensity85,Wave Number86,Intensity86,Wave Number87,Intensity87,Wave Number88,Intensity88,Wave Number89,Intensity89,Wave Number90,Intensity90,Wave Number91,Intensity91,Wave Number92,Intensity92,Wave Number93,Intensity93,Wave Number94,Intensity94,Wave Number95,Intensity95,Wave Number96,Intensity96,Wave Number97,Intensity97,Wave Number98,Intensity98,Wave Number99,Intensity99,Wave Number100,Intensity100,Wave Number101,Intensity101,Wave Number102,Intensity102,Wave Number103,Intensity103,Wave Number104,Intensity104,Wave Number105,Intensity105,Wave Number106,Intensity106,Wave Number107,Intensity107,Wave Number108,Intensity108,Wave Number109,Intensity109,Wave Number110,Intensity110,Wave Number111,Intensity111,Wave Number112,Intensity112,Wave Number113,Intensity113,Wave Number114,Intensity114,Wave Number115,Intensity115,Wave Number116,Intensity116,Wave Number117,Intensity117,Wave Number118,Intensity118,Wave Number119,Intensity119
289,329.78452,1.16236,329.78452,1.15496,329.78452,1.20317,329.78452,1.18641,329.78452,1.18954,329.78452,1.19304,329.78452,1.21624,329.78452,1.19317,329.78452,1.18291,329.78452,1.20544,329.78452,1.20598,329.78452,1.80843,329.78452,1.66248,329.78452,1.5594,329.78452,1.30997,329.78452,1.50911,329.78452,1.64985,329.78452,1.37849,329.78452,1.42144,329.78452,1.39097,329.78452,1.46719,329.78452,1.48745,329.78452,1.49542,329.78452,1.52148,329.78452,1.50575,329.78452,1.60966,329.78452,1.54581,329.78452,1.4808,329.78452,1.45332,329.78452,1.51375,329.78452,1.44766,329.78452,1.39018,329.78452,1.31995,329.78452,1.36686,329.78452,1.33573,329.78452,1.37325,329.78452,1.38512,329.78452,1.40477,329.78452,1.3534,329.78452,1.37766,329.78452,1.38003,329.78452,1.37523,329.78452,1.51995,329.78452,1.41655,329.78452,1.22237,329.78452,1.29752,329.78452,1.29629,329.78452,1.31433,329.78452,1.26579,329.78452,1.29849,329.78452,1.29699,329.78452,1.31802,329.78452,1.32553,329.78452,1.337,329.78452,1.48615,329.78452,1.55957,329.78452,1.56475,329.78452,1.66549,329.78452,1.6712,329.78452,1.67367,329.78452,1.66285,329.78452,1.64594,329.78452,1.59579,329.78452,1.82724,329.78452,1.65797,329.78452,1.68155,329.78452,1.29939,329.78452,1.29796,329.78452,1.30436,329.78452,1.56165,329.78452,1.29371,329.78452,1.27251,329.78452,1.3107,329.78452,1.31644,329.78452,1.29919,329.78452,1.34532,329.78452,1.33611,329.78452,1.17211,329.78452,1.23687,329.78452,1.24686,329.78452,1.24947,329.78452,1.24043,329.78452,1.25509,329.78452,1.28081,329.78452,1.25957,329.78452,1.21299,329.78452,1.23592,329.78452,1.43758,329.78452,1.80001,329.78452,1.58392,329.78452,1.72212,329.78452,1.70475,329.78452,1.6758,329.78452,1.7923,329.78452,1.66743,329.78452,1.75228,329.78452,1.68891,329.78452,1.67829,329.78452,1.67251,329.78452,1.37484,329.78452,1.32798,329.78452,1.3305,329.78452,1.72373,329.78452,1.34979,329.78452,1.27867,329.78452,1.32576,329.78452,1.35721,329.78452,1.33128,329.78452,1.3766,329.78452,1.32234,329.78452,1.22615,329.78452,1.33239,329.78452,1.28232,329.78452,1.30929,329.78452,1.30369,329.78452,1.32624,329.78452,1.30995,329.78452,1.33251,329.78452,1.30708,329.78452,1.32472
290,329.54345,1.16238,329.54345,1.15741,329.54345,1.20948,329.54345,1.18187,329.54345,1.18727,329.54345,1.18672,329.54345,1.2044,329.54345,1.20118,329.54345,1.19047,329.54345,1.19892,329.54345,1.2072,329.54345,1.80308,329.54345,1.73756,329.54345,1.56902,329.54345,1.31169,329.54345,1.4899,329.54345,1.66008,329.54345,1.4342,329.54345,1.44939,329.54345,1.39144,329.54345,1.44157,329.54345,1.45706,329.54345,1.49717,329.54345,1.50453,329.54345,1.47324,329.54345,1.53873,329.54345,1.58702,329.54345,1.50567,329.54345,1.43821,329.54345,1.50762,329.54345,1.43357,329.54345,1.40402,329.54345,1.32743,329.54345,1.35914,329.54345,1.36187,329.54345,1.37795,329.54345,1.38879,329.54345,1.37647,329.54345,1.3498,329.54345,1.36419,329.54345,1.37777,329.54345,1.34983,329.54345,1.51572,329.54345,1.41041,329.54345,1.21299,329.54345,1.30325,329.54345,1.30146,329.54345,1.31952,329.54345,1.26599,329.54345,1.28479,329.54345,1.29064,329.54345,1.30352,329.54345,1.32633,329.54345,1.32816,329.54345,1.44549,329.54345,1.61682,329.54345,1.60359,329.54345,1.64994,329.54345,1.61377,329.54345,1.63282,329.54345,1.65075,329.54345,1.60141,329.54345,1.5938,329.54345,1.67249,329.54345,1.60978,329.54345,1.68516,329.54345,1.27945,329.54345,1.28311,329.54345,1.29042,329.54345,1.56545,329.54345,1.30744,329.54345,1.28343,329.54345,1.31403,329.54345,1.30141,329.54345,1.30614,329.54345,1.32759,329.54345,1.33508,329.54345,1.17829,329.54345,1.23277,329.54345,1.26117,329.54345,1.23509,329.54345,1.23992,329.54345,1.25738,329.54345,1.28468,329.54345,1.25291,329.54345,1.20182,329.54345,1.24523,329.54345,1.44491,329.54345,1.79885,329.54345,1.56965,329.54345,1.7354,329.54345,1.69203,329.54345,1.69865,329.54345,1.87791,329.54345,1.6955,329.54345,1.8464,329.54345,1.66466,329.54345,1.67631,329.54345,1.63974,329.54345,1.36177,329.54345,1.30108,329.54345,1.33804,329.54345,1.76603,329.54345,1.34562,329.54345,1.27823,329.54345,1.31958,329.54345,1.35205,329.54345,1.33192,329.54345,1.38455,329.54345,1.33359,329.54345,1.21094,329.54345,1.31955,329.54345,1.28459,329.54345,1.31694,329.54345,1.32124,329.54345,1.31775,329.54345,1.30069,329.54345,1.30732,329.54345,1.30541,329.54345,1.31211
291,329.30238,1.15351,329.30238,1.15423,329.30238,1.21078,329.30238,1.17658,329.30238,1.18556,329.30238,1.17994,329.30238,1.19331,329.30238,1.20964,329.30238,1.19834,329.30238,1.19935,329.30238,1.21462,329.30238,1.81104,329.30238,1.7817,329.30238,1.64201,329.30238,1.31445,329.30238,1.48199,329.30238,1.58324,329.30238,1.50631,329.30238,1.48642,329.30238,1.41807,329.30238,1.45772,329.30238,1.44636,329.30238,1.5006,329.30238,1.52491,329.30238,1.45174,329.30238,1.52964,329.30238,1.64327,329.30238,1.47393,329.30238,1.41019,329.30238,1.48461,329.30238,1.39793,329.30238,1.40015,329.30238,1.34399,329.30238,1.34739,329.30238,1.38624,329.30238,1.35773,329.30238,1.39596,329.30238,1.34547,329.30238,1.35678,329.30238,1.36358,329.30238,1.38274,329.30238,1.34647,329.30238,1.49405,329.30238,1.4006,329.30238,1.20878,329.30238,1.31121,329.30238,1.30771,329.30238,1.31912,329.30238,1.27351,329.30238,1.27591,329.30238,1.28769,329.30238,1.29532,329.30238,1.33041,329.30238,1.3245,329.30238,1.44142,329.30238,1.65215,329.30238,1.66475,329.30238,1.65704,329.30238,1.59833,329.30238,1.60604,329.30238,1.59662,329.30238,1.5495,329.30238,1.61217,329.30238,1.57155,329.30238,1.59404,329.30238,1.6662,329.30238,1.26288,329.30238,1.27591,329.30238,1.28296,329.30238,1.57155,329.30238,1.31409,329.30238,1.29098,329.30238,1.30552,329.30238,1.28209,329.30238,1.30684,329.30238,1.30968,329.30238,1.32921,329.30238,1.17338,329.30238,1.2269,329.30238,1.27055,329.30238,1.21785,329.30238,1.24368,329.30238,1.26599,329.30238,1.28426,329.30238,1.2559,329.30238,1.19442,329.30238,1.25342,329.30238,1.46449,329.30238,1.75051,329.30238,1.54618,329.30238,1.78,329.30238,1.65598,329.30238,1.7184,329.30238,1.89293,329.30238,1.69301,329.30238,1.84136,329.30238,1.63755,329.30238,1.67708,329.30238,1.63777,329.30238,1.33185,329.30238,1.29026,329.30238,1.34433,329.30238,1.77299,329.30238,1.34756,329.30238,1.28357,329.30238,1.31732,329.30238,1.34913,329.30238,1.33303,329.30238,1.38245,329.30238,1.33979,329.30238,1.21015,329.30238,1.30829,329.30238,1.28827,329.30238,1.30896,329.30238,1.33652,329.30238,1.31463,329.30238,1.29972,329.30238,1.28586,329.30238,1.3047,329.30238,1.31125
292,329.06131,1.14378,329.06131,1.14827,329.06131,1.20583,329.06131,1.16745,329.06131,1.17953,329.06131,1.17438,329.06131,1.18895,329.06131,1.20921,329.06131,1.20254,329.06131,1.20478,329.06131,1.22245,329.06131,1.80752,329.06131,1.78587,329.06131,1.73048,329.06131,1.31843,329.06131,1.4945,329.06131,1.52877,329.06131,1.56113,329.06131,1.50996,329.06131,1.43603,329.06131,1.49713,329.06131,1.45442,329.06131,1.51047,329.06131,1.55217,329.06131,1.45204,329.06131,1.608,329.06131,1.67346,329.06131,1.4217,329.06131,1.40515,329.06131,1.49328,329.06131,1.37372,329.06131,1.38215,329.06131,1.35457,329.06131,1.34227,329.06131,1.40387,329.06131,1.33745,329.06131,1.39979,329.06131,1.32793,329.06131,1.36901,329.06131,1.37773,329.06131,1.38027,329.06131,1.35263,329.06131,1.45723,329.06131,1.40156,329.06131,1.20843,329.06131,1.31205,329.06131,1.31147,329.06131,1.30986,329.06131,1.27793,329.06131,1.27834,329.06131,1.28807,329.06131,1.29636,329.06131,1.337,329.06131,1.32541,329.06131,1.46057,329.06131,1.66071,329.06131,1.71574,329.06131,1.68219,329.06131,1.62637,329.06131,1.57824,329.06131,1.54194,329.06131,1.528,329.06131,1.63804,329.06131,1.53868,329.06131,1.6014,329.06131,1.64499,329.06131,1.2541,329.06131,1.28192,329.06131,1.28208,329.06131,1.5671,329.06131,1.31196,329.06131,1.29668,329.06131,1.29416,329.06131,1.26665,329.06131,1.29831,329.06131,1.30646,329.06131,1.31903,329.06131,1.16125,329.06131,1.22,329.06131,1.26705,329.06131,1.20775,329.06131,1.24849,329.06131,1.27013,329.06131,1.28419,329.06131,1.26061,329.06131,1.19391,329.06131,1.25594,329.06131,1.49011,329.06131,1.68644,329.06131,1.53184,329.06131,1.77838,329.06131,1.61536,329.06131,1.70512,329.06131,1.8227,329.06131,1.64618,329.06131,1.77229,329.06131,1.61753,329.06131,1.66113,329.06131,1.677,329.06131,1.30905,329.06131,1.30047,329.06131,1.3497,329.06131,1.73829,329.06131,1.34308,329.06131,1.28776,329.06131,1.32667,329.06131,1.3464,329.06131,1.33556,329.06131,1.37601,329.06131,1.33314,329.06131,1.21835,329.06131,1.3029,329.06131,1.28519,329.06131,1.29159,329.06131,1.34524,329.06131,1.3139,329.06131,1.30244,329.06131,1.27767,329.06131,1.30171,329.06131,1.31984
293,328.82024,1.13743,328.82024,1.14522,328.82024,1.19703,328.82024,1.15846,328.82024,1.16945,328.82024,1.17419,328.82024,1.18877,328.82024,1.20189,328.82024,1.19926,328.82024,1.2125,328.82024,1.22254,328.82024,1.76642,328.82024,1.75148,328.82024,1.75855,328.82024,1.32387,328.82024,1.52194,328.82024,1.50988,328.82024,1.56435,328.82024,1.48766,328.82024,1.42168,328.82024,1.53935,328.82024,1.46936,328.82024,1.51602,328.82024,1.56806,328.82024,1.48007,328.82024,1.76051,328.82024,1.66782,328.82024,1.38524,328.82024,1.42963,328.82024,1.52147,328.82024,1.36561,328.82024,1.35787,328.82024,1.35378,328.82024,1.34274,328.82024,1.4072,328.82024,1.33796,328.82024,1.38591,328.82024,1.32392,328.82024,1.38765,328.82024,1.38561,328.82024,1.36075,328.82024,1.35286,328.82024,1.42116,328.82024,1.41005,328.82024,1.2125,328.82024,1.3025,328.82024,1.31261,328.82024,1.29501,328.82024,1.27447,328.82024,1.29047,328.82024,1.29664,328.82024,1.3065,328.82024,1.34029,328.82024,1.32152,328.82024,1.46861,328.82024,1.66351,328.82024,1.72284,328.82024,1.69541,328.82024,1.65189,328.82024,1.53813,328.82024,1.5268,328.82024,1.57733,328.82024,1.65513,328.82024,1.54303,328.82024,1.61735,328.82024,1.65162,328.82024,1.25211,328.82024,1.29414,328.82024,1.28856,328.82024,1.55204,328.82024,1.30219,328.82024,1.29707,328.82024,1.2948,328.82024,1.25988,328.82024,1.28789,328.82024,1.31476,328.82024,1.30744,328.82024,1.1521,328.82024,1.2151,328.82024,1.25278,328.82024,1.20955,328.82024,1.25319,328.82024,1.26407,328.82024,1.29035,328.82024,1.25899,328.82024,1.1979,328.82024,1.25128,328.82024,1.51896,328.82024,1.62105,328.82024,1.53523,328.82024,1.7321,328.82024,1.61877,328.82024,1.67481,328.82024,1.71743,328.82024,1.60194,328.82024,1.68416,328.82024,1.60754,328.82024,1.657,328.82024,1.75788,328.82024,1.31456,328.82024,1.32124,328.82024,1.35099,328.82024,1.67942,328.82024,1.32552,328.82024,1.2924,328.82024,1.35041,328.82024,1.33652,328.82024,1.34701,328.82024,1.3769,328.82024,1.32522,328.82024,1.22455,328.82024,1.29963,328.82024,1.27941,328.82024,1.27367,328.82024,1.34576,328.82024,1.30887,328.82024,1.29962,328.82024,1.28058,328.82024,1.29796,328.82024,1.32627
294,328.57917,1.13132,328.57917,1.14535,328.57917,1.18815,328.57917,1.15394,328.57917,1.1636,328.57917,1.18103,328.57917,1.18827,328.57917,1.19804,328.57917,1.19047,328.57917,1.21876,328.57917,1.21388,328.57917,1.70961,328.57917,1.69051,328.57917,1.71925,328.57917,1.32575,328.57917,1.5838,328.57917,1.50913,328.57917,1.52752,328.57917,1.43585,328.57917,1.38709,328.57917,1.56442,328.57917,1.48824,328.57917,1.52241,328.57917,1.56013,328.57917,1.51066,328.57917,1.9399,328.57917,1.67837,328.57917,1.38025,328.57917,1.46125,328.57917,1.52314,328.57917,1.36829,328.57917,1.33577,328.57917,1.35026,328.57917,1.34383,328.57917,1.39158,328.57917,1.35817,328.57917,1.34959,328.57917,1.32644,328.57917,1.40849,328.57917,1.377,328.57917,1.33681,328.57917,1.34604,328.57917,1.40289,328.57917,1.41168,328.57917,1.22267,328.57917,1.28916,328.57917,1.31038,328.57917,1.28367,328.57917,1.26814,328.57917,1.30324,328.57917,1.31247,328.57917,1.32034,328.57917,1.33572,328.57917,1.31109,328.57917,1.44863,328.57917,1.66648,328.57917,1.67765,328.57917,1.7028,328.57917,1.64829,328.57917,1.50555,328.57917,1.57515,328.57917,1.68942,328.57917,1.67582,328.57917,1.54603,328.57917,1.62868,328.57917,1.68651,328.57917,1.25307,328.57917,1.30209,328.57917,1.29881,328.57917,1.5448,328.57917,1.28548,328.57917,1.28787,328.57917,1.30801,328.57917,1.26254,328.57917,1.28883,328.57917,1.32132,328.57917,1.29719,328.57917,1.14916,328.57917,1.21345,328.57917,1.24051,328.57917,1.21981,328.57917,1.25723,328.57917,1.25256,328.57917,1.29603,328.57917,1.24846,328.57917,1.20216,328.57917,1.24227,328.57917,1.54264,328.57917,1.58877,328.57917,1.55687,328.57917,1.68008,328.57917,1.69218,328.57917,1.68103,328.57917,1.64813,328.57917,1.60511,328.57917,1.5988,328.57917,1.61411,328.57917,1.69603,328.57917,1.82703,328.57917,1.34177,328.57917,1.33417,328.57917,1.3482,328.57917,1.62595,328.57917,1.30783,328.57917,1.30066,328.57917,1.37437,328.57917,1.3229,328.57917,1.36489,328.57917,1.38373,328.57917,1.32842,328.57917,1.22337,328.57917,1.29424,328.57917,1.28224,328.57917,1.26013,328.57917,1.33805,328.57917,1.29994,328.57917,1.2915,328.57917,1.28561,328.57917,1.29689,328.57917,1.32362
295,328.3381,1.12151,328.3381,1.14545,328.3381,1.1815,328.3381,1.15396,328.3381,1.16783,328.3381,1.1891,328.3381,1.18702,328.3381,1.20062,328.3381,1.18399,328.3381,1.22035,328.3381,1.20193,328.3381,1.66213,328.3381,1.66687,328.3381,1.67718,328.3381,1.31886,328.3381,1.65923,328.3381,1.51556,328.3381,1.4933,328.3381,1.39713,328.3381,1.34787,328.3381,1.55046,328.3381,1.53035,328.3381,1.5214,328.3381,1.53727,328.3381,1.50738,328.3381,2.00589,328.3381,1.73831,328.3381,1.40266,328.3381,1.47712,328.3381,1.50655,328.3381,1.39646,328.3381,1.32521,328.3381,1.35174,328.3381,1.34513,328.3381,1.37073,328.3381,1.38661,328.3381,1.30748,328.3381,1.331,328.3381,1.41317,328.3381,1.36918,328.3381,1.32666,328.3381,1.34021,328.3381,1.40107,328.3381,1.40761,328.3381,1.23437,328.3381,1.27889,328.3381,1.30475,328.3381,1.28437,328.3381,1.26913,328.3381,1.30976,328.3381,1.3227,328.3381,1.32666,328.3381,1.32577,328.3381,1.30389,328.3381,1.43003,328.3381,1.64773,328.3381,1.6161,328.3381,1.72106,328.3381,1.64863,328.3381,1.50525,328.3381,1.68409,328.3381,1.77454,328.3381,1.69649,328.3381,1.52866,328.3381,1.62589,328.3381,1.71273,328.3381,1.25259,328.3381,1.30296,328.3381,1.30516,328.3381,1.55873,328.3381,1.26358,328.3381,1.26799,328.3381,1.32052,328.3381,1.27375,328.3381,1.30606,328.3381,1.31839,328.3381,1.29259,328.3381,1.14904,328.3381,1.21622,328.3381,1.23993,328.3381,1.22876,328.3381,1.25915,328.3381,1.24385,328.3381,1.28688,328.3381,1.23262,328.3381,1.20796,328.3381,1.23236,328.3381,1.5682,328.3381,1.60873,328.3381,1.58808,328.3381,1.63486,328.3381,1.79569,328.3381,1.73183,328.3381,1.6418,328.3381,1.66222,328.3381,1.54612,328.3381,1.63126,328.3381,1.76377,328.3381,1.81902,328.3381,1.3612,328.3381,1.3307,328.3381,1.34521,328.3381,1.59339,328.3381,1.30415,328.3381,1.31332,328.3381,1.37824,328.3381,1.31642,328.3381,1.37194,328.3381,1.38422,328.3381,1.34205,328.3381,1.2183,328.3381,1.28931,328.3381,1.29454,328.3381,1.25507,328.3381,1.32403,328.3381,1.29358,328.3381,1.28649,328.3381,1.28571,328.3381,1.29758,328.3381,1.31474
296,328.09703,1.10982,328.09703,1.1455,328.09703,1.17876,328.09703,1.15713,328.09703,1.17721,328.09703,1.19063,328.09703,1.18719,328.09703,1.20145,328.09703,1.18554,328.09703,1.218,328.09703,1.19147,328.09703,1.63404,328.09703,1.69376,328.09703,1.67907,328.09703,1.30796,328.09703,1.6001,328.09703,1.50951,328.09703,1.4426,328.09703,1.39043,328.09703,1.32756,328.09703,1.51059,328.09703,1.59317,328.09703,1.48618,328.09703,1.53464,328.09703,1.47739,328.09703,1.8365,328.09703,1.80441,328.09703,1.41828,328.09703,1.47583,328.09703,1.50527,328.09703,1.4435,328.09703,1.33257,328.09703,1.35817,328.09703,1.34803,328.09703,1.36053,328.09703,1.41375,328.09703,1.28288,328.09703,1.34175,328.09703,1.39323,328.09703,1.37653,328.09703,1.32897,328.09703,1.33727,328.09703,1.39678,328.09703,1.40863,328.09703,1.239,328.09703,1.27334,328.09703,1.297,328.09703,1.29483,328.09703,1.28247,328.09703,1.311,328.09703,1.31638,328.09703,1.31951,328.09703,1.3167,328.09703,1.30963,328.09703,1.45698,328.09703,1.61209,328.09703,1.57482,328.09703,1.72773,328.09703,1.69056,328.09703,1.54292,328.09703,1.79815,328.09703,1.78892,328.09703,1.713,328.09703,1.4957,328.09703,1.6055,328.09703,1.7061,328.09703,1.25002,328.09703,1.29936,328.09703,1.30484,328.09703,1.58391,328.09703,1.24234,328.09703,1.24569,328.09703,1.32249,328.09703,1.29164,328.09703,1.32621,328.09703,1.30812,328.09703,1.29704,328.09703,1.15253,328.09703,1.22448,328.09703,1.24772,328.09703,1.22821,328.09703,1.25928,328.09703,1.24138,328.09703,1.26432,328.09703,1.2166,328.09703,1.21922,328.09703,1.22295,328.09703,1.59262,328.09703,1.65658,328.09703,1.62991,328.09703,1.62898,328.09703,1.85895,328.09703,1.76827,328.09703,1.66493,328.09703,1.73834,328.09703,1.54353,328.09703,1.6293,328.09703,1.81801,328.09703,1.75612,328.09703,1.35125,328.09703,1.3175,328.09703,1.3436,328.09703,1.58663,328.09703,1.31264,328.09703,1.32817,328.09703,1.36132,328.09703,1.32068,328.09703,1.3602,328.09703,1.37585,328.09703,1.3567,328.09703,1.21605,328.09703,1.29009,328.09703,1.30562,328.09703,1.26066,328.09703,1.30669,328.09703,1.29455,328.09703,1.2872,328.09703,1.28007,328.09703,1.29748,328.09703,1.30341
297,327.85596,1.1035,327.85596,1.14576,327.85596,1.18108,327.85596,1.16295,327.85596,1.18325,327.85596,1.18522,327.85596,1.19076,327.85596,1.19443,327.85596,1.19323,327.85596,1.21614,327.85596,1.18327,327.85596,1.63024,327.85596,1.73849,327.85596,1.72446,327.85596,1.30424,327.85596,1.53382,327.85596,1.47293,327.85596,1.3847,327.85596,1.41747,327.85596,1.34523,327.85596,1.47601,327.85596,1.58941,327.85596,1.44133,327.85596,1.56088,327.85596,1.46762,327.85596,1.65597,327.85596,1.81179,327.85596,1.39803,327.85596,1.46787,327.85596,1.54108,327.85596,1.458,327.85596,1.35362,327.85596,1.36237,327.85596,1.35175,327.85596,1.36343,327.85596,1.42936,327.85596,1.28711,327.85596,1.35868,327.85596,1.36553,327.85596,1.39064,327.85596,1.33207,327.85596,1.33367,327.85596,1.38416,327.85596,1.40967,327.85596,1.23531,327.85596,1.27299,327.85596,1.28763,327.85596,1.30154,327.85596,1.30067,327.85596,1.30918,327.85596,1.30087,327.85596,1.30846,327.85596,1.31034,327.85596,1.32481,327.85596,1.56089,327.85596,1.58687,327.85596,1.56783,327.85596,1.69616,327.85596,1.75048,327.85596,1.58225,327.85596,1.82846,327.85596,1.77121,327.85596,1.72888,327.85596,1.4715,327.85596,1.58119,327.85596,1.69857,327.85596,1.25047,327.85596,1.2919,327.85596,1.30134,327.85596,1.60125,327.85596,1.23076,327.85596,1.23433,327.85596,1.31413,327.85596,1.31221,327.85596,1.3311,327.85596,1.29699,327.85596,1.30248,327.85596,1.16338,327.85596,1.23564,327.85596,1.25237,327.85596,1.21935,327.85596,1.26019,327.85596,1.2422,327.85596,1.24624,327.85596,1.20464,327.85596,1.23458,327.85596,1.21392,327.85596,1.57921,327.85596,1.68158,327.85596,1.69957,327.85596,1.66022,327.85596,1.85522,327.85596,1.75048,327.85596,1.66991,327.85596,1.78256,327.85596,1.57858,327.85596,1.59612,327.85596,1.81615,327.85596,1.69561,327.85596,1.32579,327.85596,1.30417,327.85596,1.34883,327.85596,1.60686,327.85596,1.32168,327.85596,1.33686,327.85596,1.34343,327.85596,1.33192,327.85596,1.34428,327.85596,1.369,327.85596,1.36365,327.85596,1.21943,327.85596,1.29625,327.85596,1.30864,327.85596,1.27273,327.85596,1.29007,327.85596,1.30136,327.85596,1.28861,327.85596,1.27465,327.85596,1.29802,327.85596,1.29017
298,327.61489,1.10903,327.61489,1.14191,327.61489,1.1865,327.61489,1.17025,327.61489,1.18473,327.61489,1.17952,327.61489,1.19705,327.61489,1.18483,327.61489,1.20149,327.61489,1.21761,327.61489,1.17671,327.61489,1.65019,327.61489,1.73844,327.61489,1.78616,327.61489,1.31021,327.61489,1.50857,327.61489,1.43909,327.61489,1.36426,327.61489,1.47337,327.61489,1.39137,327.61489,1.45728,327.61489,1.49013,327.61489,1.44669,327.61489,1.56251,327.61489,1.50432,327.61489,1.56703,327.61489,1.78732,327.61489,1.36837,327.61489,1.45429,327.61489,1.58677,327.61489,1.43633,327.61489,1.37131,327.61489,1.35448,327.61489,1.35712,327.61489,1.37222,327.61489,1.42779,327.61489,1.31539,327.61489,1.36893,327.61489,1.34929,327.61489,1.39451,327.61489,1.33405,327.61489,1.33296,327.61489,1.37481,327.61489,1.39631,327.61489,1.23089,327.61489,1.28028,327.61489,1.28051,327.61489,1.29576,327.61489,1.31089,327.61489,1.30397,327.61489,1.29137,327.61489,1.30857,327.61489,1.30413,327.61489,1.33425,327.61489,1.70189,327.61489,1.56992,327.61489,1.59824,327.61489,1.65869,327.61489,1.75714,327.61489,1.59113,327.61489,1.78541,327.61489,1.71641,327.61489,1.72771,327.61489,1.47398,327.61489,1.58367,327.61489,1.7081,327.61489,1.25991,327.61489,1.2809,327.61489,1.29647,327.61489,1.6125,327.61489,1.23494,327.61489,1.24021,327.61489,1.29696,327.61489,1.32754,327.61489,1.32028,327.61489,1.29101,327.61489,1.2986,327.61489,1.17661,327.61489,1.2444,327.61489,1.24838,327.61489,1.21099,327.61489,1.26305,327.61489,1.24199,327.61489,1.24285,327.61489,1.20156,327.61489,1.24622,327.61489,1.2067,327.61489,1.56122,327.61489,1.66372,327.61489,1.79617,327.61489,1.68313,327.61489,1.8666,327.61489,1.72305,327.61489,1.65092,327.61489,1.77782,327.61489,1.62135,327.61489,1.56032,327.61489,1.76687,327.61489,1.67877,327.61489,1.31282,327.61489,1.29695,327.61489,1.36523,327.61489,1.64717,327.61489,1.32344,327.61489,1.33168,327.61489,1.33578,327.61489,1.34987,327.61489,1.33681,327.61489,1.36994,327.61489,1.35917,327.61489,1.22473,327.61489,1.30162,327.61489,1.30849,327.61489,1.28197,327.61489,1.27963,327.61489,1.3069,327.61489,1.2901,327.61489,1.27704,327.61489,1.30173,327.61489,1.27699
