,0
0,754.4889999999995
1,284.55080024849303
2,393.1746515309333
3,439.29968591738105
4,498.32272809278305
5,597.7378899161052
6,278.6913869369414
7,478.5971629244445
8,346.2013704877584
9,1919.147970183216
10,1582.5061156333988
11,2089.344760334691
12,1737.9778153623593
13,1883.4152963705517
14,3114.7446141886585
15,3706.901772576885
16,4646.002702643044
17,4252.939367923989
18,4192.861486582823
19,4561.703506628239
20,4839.24497149008
21,5433.198657618535
22,5224.668132395042
23,5641.682662942166
24,5369.753544802823
25,5345.170204643362
26,5489.449071189628
27,5444.755979669619
28,5362.881726891924
29,5290.79948974555
30,5312.751737479935
31,5146.993415463336
32,5283.575086525342
33,4942.569378774778
34,4932.635146175076
35,4901.883464167911
36,5045.932047865331
37,4844.777282249235
38,5134.206803803242
39,4706.230070865202
40,4870.3686049536245
41,4664.332011014062
42,4688.526819735507
43,4586.912028040642
44,4504.32976102117
45,4370.005563949549
46,4378.598094009975
47,4229.698495621202
48,3998.0982652217253
49,3804.977567039968
50,3658.2251779477965
51,3575.071360562049
52,3555.2307629052057
53,3434.444718711392
54,3353.0771700327136
55,3236.845568586479
56,3110.4767857225215
57,2913.7945924851997
58,2767.2416375045295
59,2796.8856900923147
60,2830.348867617082
61,2790.9343374893974
62,2710.7942142480847
63,2579.0253929390683
64,2447.493012974486
65,2228.228513693985
66,2009.8620910869374
67,1803.0476715489694
68,1739.645863664499
69,1977.5472899974102
70,2034.654397499648
71,1989.6387856988956
72,1939.9457349851443
73,1818.90066989295
74,1732.4093354213123
75,1725.2875510155843
76,1762.7104831445022
77,1488.1734253807288
78,1607.4359434039739
79,1623.321118393174
80,1505.0766315954354
81,1325.3771975603931
82,1283.2613282024813
83,1358.1567674809453
84,1396.5135727055483
85,1372.1822944504836
86,1327.901205722028
87,1308.9481084837166
88,1231.7320742315549
89,1183.1895032939558
90,1158.3931869865185
91,1137.759050385368
92,1139.4090144794145
93,1138.891387561441
94,1125.507123777201
95,1041.3730289380458
96,951.1031965674275
97,898.5108512874415
98,895.1161592668307
99,785.7519059889257
100,905.171501923227
101,883.651642668847
102,856.0260798908309
103,806.0440873879749
104,745.992362740455
105,697.4755012266744
106,692.1137627966663
107,715.9338397881365
108,709.9813123178861
109,685.8113762637665
110,652.6750716392517
111,618.67229477182
112,562.4790079248386
113,562.1691687490794
114,547.1505641995719
115,541.3072480243934
116,491.15424932459206
117,309.1026047462476
118,476.18321232837263
119,442.7573262258079
120,327.42383532320196
121,392.0047621811337
122,392.80123220100097
123,381.590831521369
124,369.2729067520736
125,360.34330950509155
126,307.04031327118906
127,319.668538941303
128,307.85127288448234
129,301.5333071596222
130,293.73713799130167
131,235.23370796604905
132,272.07867772885055
133,255.87026660342872
134,234.12653785573525
135,227.1339870083354
136,234.63510717728036
137,233.7615809627888
138,233.4173776662185
139,227.915597679528
140,217.65351753624816
141,206.49615787068205
142,192.7310491391085
143,162.2981115407866
144,159.71326036864713
145,147.3789174202504
146,151.46355718702696
147,162.36404280080887
148,168.11687455354354
149,165.0980360498247
150,159.25807051816722
151,154.77340370097414
152,125.55702821930733
153,149.67080583738263
154,115.61684114754956
155,149.32770264942693
156,120.78713456400219
157,133.05292613215508
158,126.2245770934885
159,94.2526289271707
160,113.47431684391367
161,110.76028310993179
162,107.14818899195373
163,98.04626575981787
164,84.84385849114003
165,82.92162527753617
166,71.9050735136922
167,73.10753915725063
168,61.61656994534722
169,72.79258776710238
170,71.63702918101666
171,71.54628217373867
172,67.71655799835024
173,54.54433010097206
174,60.964192836856924
175,56.90862815874933
176,53.95886964648436
177,52.01893947941587
178,48.87695725070267
179,44.97338086769952
180,40.833694635387765
181,35.00667404382715
182,29.013460104770207
183,22.386627184113152
184,15.995930130921636
185,4.208143856150858
186,11.990170858076302
187,12.516223205079818
188,13.993993703448227
189,17.676500949331878
190,20.895176858158123
191,22.89671352552137
192,23.127722080326794
193,21.274804517586084
194,17.033378881447085
195,16.55074726467443
196,22.338208619802398
197,22.347097464318928
198,22.745281174070573
199,22.99701120415405
200,21.88543548812767
201,21.44513259613475
202,15.892325247266928
203,21.466070112400743
204,20.93660741454726
205,21.05331684857995
206,20.051831082396752
207,18.802603479376334
208,11.368852346811785
209,16.526739439249894
210,17.201726763493678
211,6.375265000884413
212,12.742934808155793
213,12.833380527538527
214,13.11619629924966
215,13.441498245156259
216,12.970826359101952
217,13.235539679782793
218,12.246013820655588
219,10.491574606481839
220,8.069235369141497
221,9.828505616009057
222,5.435601344776296
223,6.918841798624297
224,7.523781820109338
225,8.121835369396663
226,6.1270738605608965
227,6.181967160769559
228,4.78971476134036
229,3.258539879725168
230,3.340647541323434
231,2.8084932485626455
232,3.800460823686181
233,3.516133180590058
234,2.793756059765053
235,4.110625507522132
236,3.2089890056920347
237,3.7319737257395933
238,2.3390600349487882
239,1.996649496833053
240,2.4895625699094994
241,2.6499041403762114
242,2.855380271666573
243,3.3295866163635077
244,2.7839386455308195
245,1.8645518877065976
246,1.7853425678117645
247,1.823491311376644
248,1.1238108380838552
249,1.7241950345625041
250,1.2295510039319313
