,Data
0,0.7237316674014042
1,0.9118429159946081
2,0.9880117519688087
3,1.0326796101301547
4,0.9245513441022547
5,0.938597149786072
6,0.9520892059840472
7,1.0549942382852393
8,1.1400614990367288
9,1.0030637081412481
10,1.004148271235341
11,0.9915355353955391
12,0.9830446928885794
13,0.9443052714674273
14,0.9521566381617694
15,0.967477144045528
16,0.9719334300855329
17,0.9657195443569617
18,0.9704136530455653
19,0.9419162600034838
20,0.9482883894556916
21,0.9745341296265587
22,0.9720593081617305
23,0.9727665502079562
24,0.9798932988128324
25,0.9654623782518811
26,0.9637673364575771
27,0.9735044941643178
28,0.9893017578814687
29,0.9925482737792393
30,0.9922313106491927
31,0.9825556895223424
32,0.9653730755271084
33,0.9618864150653339
34,0.9704019732404041
35,0.9809228557252455
36,0.991292311686749
37,0.997491689882696
38,0.994243148992563
39,0.9829718534379897
40,0.9680339901240476
41,0.9647072817952923
42,0.9694362344673126
43,0.9798497239030614
44,0.9924266915397294
45,0.995867134787732
46,0.9867836206262934
47,0.9682619823803204
48,0.9475570483730956
49,0.9402358808532788
50,0.9482236160762911
51,0.9617600639829084
52,0.9747169054930666
53,0.9781139755148911
54,0.9692014876102193
55,0.9507749604621015
56,0.9351863201446878
57,0.9325314961222101
58,0.941661725929129
59,0.9578143899111276
60,0.9698921756899568
61,0.9658769983104355
62,0.9471820576825465
63,0.9250151602182046
64,0.9103202151755653
65,0.9105757259143011
66,0.9285890621055257
67,0.9752160570865066
68,1.0524055756855415
69,0.9943246949254493
70,0.9626034288962629
71,0.9316201222112512
72,0.9131565202095628
73,0.9146725616899507
74,0.9278794575101437
75,0.9498400106870438
76,0.9620371452027395
77,0.9537417811803595
78,0.9358791289854954
79,0.9124835329469019
80,0.9016856490720105
81,0.9094589915272504
82,0.9299130453682809
83,0.9520875373405624
84,0.95572658029839
85,0.940572470023594
86,0.9158470125709921
87,0.8904220368328801
88,0.8833395526815296
89,0.892093545098885
90,0.915186107197718
91,0.9394822984297205
92,0.9485179335278101
93,0.9383172649268423
94,0.9171973501927636
95,0.894536283959743
96,0.8888924322453658
97,0.9030531987369886
98,0.9236287419403085
99,0.9382526458630733
100,0.9370149922044239
101,0.9169701047441334
102,0.8890273832053704
103,0.8728670237564778
104,0.8717348098876208
105,0.8911481607060544
106,0.9157527885851198
107,0.9290289259106581
108,0.9270827483397055
109,0.8995818868270345
110,0.8732791067623329
111,0.8591600273523503
112,0.8668213027373939
113,0.8880547089772293
114,0.9111802436492489
115,0.9211697485698931
116,0.9039529898544485
117,0.8794140923302195
118,0.849045357170701
119,0.8398271367326723
120,0.8528439750415979
121,0.8726666271207743
122,0.898634687548254
123,0.9020490166850607
124,0.8902413168350917
125,0.8600670937241536
126,0.8383275418397496
127,0.8342235185474279
128,0.8447817184765205
129,0.8622351313424593
130,0.8821820780996921
131,0.876210941384936
132,0.8570945143836769
133,0.8429300164617036
134,0.8442431635803485
135,0.836998832638083
136,0.8461511560998521
137,0.8586102705709627
138,0.8753035332192194
139,0.8722007794442104
140,0.8561881097841468
141,0.8376972343708946
142,0.830408022819213
143,0.8599498980771555
144,0.886793130856974
145,0.9301024231198448
146,0.9418984013647348
147,0.9169459467612024
148,0.8862025446593419
149,0.835511252709158
150,0.8149275643813487
151,0.8038649390403422
152,0.803179147647387
153,0.8258083147876621
154,0.8292756881757773
155,0.8203387498160409
156,0.8043063873905824
157,0.7818833916491303
158,0.7784215485359705
159,0.7628405006507404
160,0.7914212423269031
161,0.7968875312937506
162,0.8141680491046313
163,0.7858970527458365
164,0.766324093310511
165,0.7493042262726198
166,0.7439204021566743
167,0.7548196305683327
168,0.7662833575021852
169,0.7683557388732003
170,0.7891052998138142
171,0.7620798014699266
172,0.7497974413040494
173,0.7669246587384944
174,0.7333170887460104
175,0.7589229658523821
176,0.7605900348026808
177,0.7570274034611698
178,0.7563652831371642
179,0.7415195747750949
180,0.7606708651676638
181,0.7664335105901506
182,0.8298852643378392
183,0.8901220880163374
184,1.030501781590066
185,1.190451631696986
186,1.1266484236858874
187,1.0815539960705702
188,1.112399069553726
189,0.969396148665661
190,1.0682882285131101
191,0.9367948101175249
192,0.9248870823248376
193,0.9244193133255125
194,0.9797956358713245
195,0.8715313912748393
196,0.9364721734975227
197,0.9148860809187953
198,0.8721157444821012
199,0.8919369945397828
200,0.8700561151090095
201,0.9230585822666286
202,0.8385327099111225
203,0.8578933340278546
204,0.8600804432269152
205,0.7498665229600797
206,0.8347602410485301
207,0.757668340122877
208,0.8845432235621837
209,0.8038594228811747
210,0.8173215621780805
211,1.0226458696330576
212,0.8779900463016176
213,0.8312111275194566
214,0.8467298371396406
215,0.8616671059258886
216,0.8959866133615982
217,0.8951311161391333
218,0.8844047448012169
219,1.087096780913068
220,0.9972209545142822
221,1.090400550647913
222,0.9233876533754851
223,1.0686118080446596
224,1.0303670548861141
225,0.913970092488435
226,0.9650678448366135
227,1.1906091910797965
228,0.9909308036852703
229,1.1917841531225333
230,1.2457844060013414
231,1.040870067904148
232,1.2074112842526832
233,0.9431570581743036
234,0.918392467173101
235,1.2096982339910007
236,0.8965031610918939
237,0.9981647810775927
238,0.8770252235527328
239,1.0615504893580836
240,0.9973018591596536
241,1.0513639418110465
242,1.053969138403023
243,1.0164886695655335
244,0.9170808844367648
245,1.0624871704015093
246,1.0322943632615889
247,1.0584310331254023
248,1.1030733467747371
249,1.0805029943843283
250,1.074239587815101
251,0.9989782709188602
252,0.9911007588499344
253,1.0099990371356793
254,0.8931524338138376
255,0.9003099313427584
256,1.0616399045618738
257,0.9990339936282054
258,0.949075139538023
259,0.9877893696846
260,0.9790761298831826
261,0.9083576652757497
262,0.8592864121407797
263,0.997169834357319
264,0.97395526369937
265,0.9815909167459883
266,0.9876636530736496
267,0.9840646724598915
268,0.9850947819997049
269,0.9775558398315017
270,0.9455957398856316
271,0.9751355323683703
272,0.9502486454038032
273,1.0130360462266323
274,1.1070217523304307
275,0.9918182770957434
276,1.0305242207467455
277,0.990034825470015
278,1.0181230260261764
279,0.9759403720171387
280,1.002324811230005
281,1.051636795102038
282,0.9835649231032121
283,0.982924013445449
284,0.9931186599869888
285,0.9512633451889749
286,1.044630417741228
287,0.9425209712260065
288,1.0039884891417672
289,0.9334907194978971
290,1.0292934634043103
291,0.9784336060916416
292,0.9736552552167356
293,1.0087484396412167
294,0.9714621285875199
295,1.0015735162817496
296,0.9672776657134091
297,0.9533250470090319
298,0.9886802995835595
299,0.9779837517057138
300,0.9659804577156731
301,1.0136081016495662
302,0.9928384935827042
303,0.9916252102905181
304,0.9817271141366901
305,0.9232038519159494
306,1.0279416882144925
307,0.9868975620948768
308,1.039705234001363
309,1.0063034709779943
310,0.9487697376920392
311,0.9717138947629002
312,0.9998859096032148
313,1.0030196562257936
314,1.0793687201596305
315,1.0346275475931104
316,1.0193580499339425
317,0.9904357203623712
318,0.9753690132805767
319,0.9602132273400511
320,0.9968024792953698
321,1.004965020821393
322,1.0234924020202538
323,1.003645068402529
324,0.987652031921543
325,1.0326851604181158
326,0.987764905115972
327,0.9778100780227421
328,1.0081828923508465
329,0.9737314257815457
330,1.0027984687864824
331,0.9716368022159952
332,1.0098283293031092
333,1.062213329019584
334,0.9922954274986402
335,1.008468166705325
336,0.9854885130524864
337,0.9999472925380425
338,0.9719025135449052
339,0.9384403967056077
340,1.021825915045205
341,0.9563453192778119
342,0.9522023091290429
343,1.0621712191946435
344,0.9775822574351022
345,0.977584688138972
346,0.9553578013421672
347,0.9818032651407168
348,1.0079597168161991
349,0.9787740640792448
350,1.0317979951823475
351,0.9860404009853461
352,0.9764568647025845
353,0.9951824186842174
354,0.9304648509630383
355,0.99261580281484
356,1.0073351362580723
357,0.9835699169981756
358,0.978090678187477
359,0.9490823684125773
360,1.0081853030973875
361,1.017121807483355
362,1.0024174644586117
363,0.9838106519592594
364,1.0081468089389198
365,1.021457256193035
366,0.9923300596788839
367,1.0081406412548797
368,1.0245323761629264
369,0.9724807018354462
370,0.9994600976392419
371,0.9895288909578585
372,1.0026786198146016
373,1.008653877593192
374,0.9292001343100356
375,0.9795993214990354
376,0.9903189549923217
377,0.9771697330480938
378,0.9984614831751412
379,0.9605963757186728
380,0.9533955070894199
381,0.9721519363217526
382,0.9937696039247371
383,1.010600676507184
384,0.9931175257258391
385,1.0187554814214879
386,0.9993909134096474
387,1.0103275120886046
388,0.9587546904056823
389,1.003537145793262
390,0.971539300902849
391,1.0159643541091559
392,0.9877445983671587
393,0.9843209325030452
394,1.024562855723185
395,0.9681363239472635
396,1.03170672963315
397,1.019817617609381
398,0.9888641461051854
399,0.9974750150234237
400,1.0093974764036886
401,1.0079612868290302
402,1.008594063775567
403,1.0216327681552921
404,1.0097569127813701
405,1.001414997006906
406,0.979059155032031
407,1.0159707600293422
408,0.9528542518139214
409,1.003298238955112
410,1.0197866591180154
411,0.9832680744478699
412,0.9827907740894142
413,1.016338419434464
414,0.994775520067539
415,0.9742345334016359
416,0.9524869425869736
417,1.006349258392647
418,0.9607706627388941
419,1.0081485565908581
420,1.009350505875646
421,0.9958975544541215
422,0.9877904759307652
423,0.994742773368036
424,0.9965442683570697
425,1.0107134675530907
426,0.9842795923222311
427,0.9854563692053341
428,1.0074518950706504
429,1.0282779552451127
430,0.9959799330543073
431,0.9907184572479655
432,1.0013494635678961
433,0.9781764388132452
434,0.9569655764211731
435,0.9860756047586379
436,1.025971039565623
437,1.014731810174803
438,1.000286928394129
439,0.9866123632860545
440,0.9580390739582193
441,1.011806212791502
442,1.0234996198901898
443,0.9620874683677516
444,1.0234006045969415
445,0.9987028367281531
446,0.9877742400772638
447,1.0039240088813524
448,0.9879989245023351
449,0.952673196433839
450,0.9661949739661385
451,1.0123939914257716
452,1.004695192270301
453,0.9996647475943723
454,0.9987096539699416
455,1.0078896998020708
456,1.0289664189871086
457,1.002841670975553
458,0.9783256396255019
459,1.0186397447324984
460,0.9993042040888556
461,0.9882270119330137
462,0.9848686647670825
463,1.0007861599844587
464,1.0254074609483033
465,1.0204266430539124
466,0.9984411872603065
467,0.9947203211719439
468,1.0065445285622066
469,0.9840631132160221
470,0.9799135533739133
471,1.0062688076956472
472,1.0061862553689631
473,0.992864320793421
474,1.002595887816922
475,1.0196233582842347
476,0.9709678175618561
477,1.0000029177881338
478,0.9827571764135706
479,1.0037972078419704
480,0.9928069141515203
481,0.995598132871348
482,1.0091966088322486
483,0.9172370310561107
484,0.9913640883245007
485,0.9920513234008861
486,1.0006092280802814
487,1.0039412386427897
488,1.025560245892798
489,0.9907177648571551
490,1.0077442252565982
491,0.9784736238521949
492,1.0140367887976045
493,1.000402608268545
494,0.9867798601688168
495,0.9902856974042598
496,1.0140105694839447
497,0.9752634211712579
498,0.97608107230342
499,0.9955741846423773
500,0.9752854129954879
501,0.9969809399469722
502,1.0049316261626855
503,0.9990453517507057
504,0.9997271437948281
505,1.0078695178611201
506,1.01052636254714
507,0.9939700700518826
508,1.002071697002892
509,1.0083401361160425
510,0.9829126982604838
511,1.0093752348889662
512,1.0074641819787848
513,1.0005186494196512
514,0.9676963038153037
515,0.9820328628021326
516,1.0002492666252112
517,0.9871959055410257
518,0.994574927751488
519,0.9917857244314241
520,0.9929450481233371
521,0.9996832516297204
522,0.975349621382137
523,0.945161605329959
524,1.0006887965007376
525,0.9986522475826499
526,0.9610163370826231
527,0.9834902444660042
528,0.9747171105504466
529,0.9929877571044665
530,0.9996430647363019
531,0.9937558343800995
532,1.0465062506615415
533,1.0137759068882897
534,0.9818901548037965
535,1.0128524222743776
536,0.9931704670127731
537,0.9948239946365331
538,0.9656503586086373
539,1.0070151415674151
540,0.9740501639131167
541,1.0257619890418823
542,0.9963744383078639
543,1.022613238748316
544,0.972468902929822
545,1.0130843636986009
546,1.0409907128350187
547,1.0014686394562398
548,0.9881704592245267
549,0.9903931042291187
550,1.005081429524023
551,1.0003235851738312
552,1.0165947563590958
553,1.0011023211469319
554,1.0315599598550707
555,1.0243155835691797
556,1.0000491204411093
557,0.9764434022538596
