,Data
0,0.745297592501457
1,1.0603505603795325
2,1.1296303832587844
3,1.0468765070636956
4,0.9724775406413796
5,0.9727706631241603
6,0.9787009788097203
7,1.0637364215915126
8,1.0282959120741757
9,0.9873696106306158
10,0.9935962042351874
11,0.9711383731344924
12,0.9621914953622178
13,0.9408785231564678
14,0.9689248300115509
15,0.9663505938001168
16,1.0121268115019164
17,1.0201727173527795
18,1.0350487456308524
19,0.9819793740357338
20,0.9482641630941351
21,0.9296008265620485
22,0.9545999060973426
23,0.9981055587172821
24,1.0310473984261295
25,1.046259117655919
26,1.0113360251309251
27,0.9785754465031444
28,0.9517982035771688
29,0.9525448422180206
30,0.9803684079859177
31,1.016036501507239
32,1.0322779824380006
33,1.0201220704131295
34,0.9916127971878866
35,0.9602050122628
36,0.950213699055482
37,0.9673871340500658
38,0.9971747328728905
39,1.030160886564943
40,1.0287622551455804
41,1.0139375526331953
42,0.9851488877683221
43,0.9593254533364732
44,0.9532199735519966
45,0.9718673761797114
46,0.9991744235786353
47,1.0136849294023662
48,1.008301260685782
49,0.9849136554821759
50,0.9568780671672132
51,0.9399589501063984
52,0.9473751962766309
53,0.9682287318246499
54,0.9916277780018252
55,1.0004900345480983
56,0.9845169399958629
57,0.9588705241994446
58,0.9399370979365074
59,0.9313982520508367
60,0.9379523326394461
61,0.9590516183419328
62,0.9708553472489545
63,0.972667735867994
64,0.9631283603203721
65,0.9596245166190688
66,0.9807886730682489
67,1.0315988419501572
68,1.0414836275658588
69,0.9631505444113339
70,0.9373409169936127
71,0.9273394244095284
72,0.9161538721110685
73,0.9057603967454994
74,0.8947438309679429
75,0.8844467225363623
76,0.8752122744810465
77,0.8750487750475631
78,0.8730417568782168
79,0.8787641847160717
80,0.8907565903758182
81,0.8964336552212601
82,0.8874333237444478
83,0.8661774333939597
84,0.8445777719678553
85,0.8364153674669264
86,0.8420779471121368
87,0.8520054223432802
88,0.8621914864633746
89,0.858781561746984
90,0.8382778669650593
91,0.815631078806694
92,0.7985871723909939
93,0.8003944268790996
94,0.8161544394266351
95,0.833220262882891
96,0.8411626789104498
97,0.8238712483908489
98,0.7918941638245643
99,0.7742570916202371
100,0.7570800567750378
101,0.7680143252344102
102,0.7813083679386812
103,0.7873706114516155
104,0.7778819849315023
105,0.7538692746581797
106,0.7162540674379915
107,0.6891129648530496
108,0.6787358753810607
109,0.6824092526573099
110,0.6911762679207779
111,0.6843811092458238
112,0.6693663318474248
113,0.6490860785603689
114,0.6481181755650807
115,0.6601005423321046
116,0.6882654307022307
117,0.7397990012930983
118,0.7264789675272862
119,0.7199664385494015
120,0.7092414597219893
121,0.6839647411049786
122,0.6562227943034581
123,0.6447526366130478
124,0.6370630330767414
125,0.6248003889139208
126,0.6166388004116122
127,0.6033399620465126
128,0.6033449258668141
129,0.6222256849435529
130,0.6556874020836951
131,0.7019103727964957
132,0.7246069213690406
133,0.7603485855242176
134,0.7856865894053475
135,0.7906284945755617
136,0.7888604148414772
137,0.7868645798188516
138,0.7891154190267621
139,0.7807365205836226
140,0.7700120633329505
141,0.7644104341653745
142,0.7751375506278866
143,0.8078805074968942
144,0.841720247667462
145,0.8764600246158616
146,0.8637306686563164
147,0.8258791267269475
148,0.7835102433805343
149,0.7518447869401281
150,0.7514025035977049
151,0.7589548944264457
152,0.7806361560269993
153,0.7659058200660399
154,0.7644747722315418
155,0.7395506104860153
156,0.7325133080219248
157,0.7113680201954221
158,0.7130367734678694
159,0.7188909503005032
160,0.7252774872579467
161,0.7308997956149637
162,0.7573006033810975
163,0.7759103150218442
164,0.8153796783137954
165,0.8406245986166565
166,0.8708484266823883
167,0.8773216229985052
168,0.8962581671874462
169,0.9067027883538433
170,0.9219883274353163
171,0.9523091243023848
172,0.9614748470192316
173,0.9321137003638692
174,0.9375124009977752
175,0.916552174077757
176,0.8927137800240392
177,0.8598116336560699
178,0.8545266736509952
179,0.8737397389454165
180,0.9483681036864461
181,1.0019897215628677
182,1.1330653394431909
183,1.2023096046587927
184,1.2682817255608476
185,1.2614934596839769
186,1.2485568717157018
187,1.1463104491931053
188,1.0333092929678251
189,0.9292324106682432
190,0.8959274383872758
191,0.8685742569753204
192,0.818151338093068
193,0.7575299279886468
194,0.6969143179098184
195,0.6770952930157369
196,0.6371581840438354
