0.000,NaN
0.014,NaN
0.029,NaN
0.043,NaN
0.057,NaN
0.071,NaN
0.086,NaN
0.100,NaN
0.114,NaN
0.129,NaN
0.143,NaN
0.157,NaN
0.171,NaN
0.186,NaN
0.200,NaN
0.214,NaN
0.229,NaN
0.243,NaN
0.257,NaN
0.271,NaN
0.286,NaN
0.300,NaN
0.314,NaN
0.329,NaN
0.343,NaN
0.357,NaN
0.371,NaN
0.386,NaN
0.400,NaN
0.414,NaN
0.429,NaN
0.443,NaN
0.457,NaN
0.471,NaN
0.486,NaN
0.500,NaN
0.514,NaN
0.529,NaN
0.543,NaN
0.557,-120.000
0.571,NaN
0.586,NaN
0.600,NaN
0.614,NaN
0.629,NaN
0.643,NaN
0.657,NaN
0.671,NaN
0.686,NaN
0.700,NaN
0.714,NaN
0.729,NaN
0.743,NaN
0.757,-120.000
0.771,NaN
0.786,NaN
0.800,NaN
0.814,NaN
0.829,NaN
0.843,NaN
0.857,NaN
0.871,NaN
0.886,NaN
0.900,NaN
0.914,NaN
0.929,NaN
0.943,NaN
0.957,NaN
0.971,NaN
0.986,-120.000
1.000,NaN
1.014,NaN
1.029,NaN
1.043,NaN
1.057,NaN
1.071,NaN
1.086,NaN
1.100,-120.000
1.114,-120.000
1.129,NaN
1.143,NaN
1.157,-120.000
1.171,NaN
1.186,NaN
1.200,NaN
1.214,-120.000
1.228,-120.000
1.243,NaN
1.257,NaN
1.271,NaN
1.286,NaN
1.300,NaN
1.314,NaN
1.328,NaN
1.343,NaN
1.357,NaN
1.371,NaN
1.386,NaN
1.400,NaN
1.414,-120.000
1.428,NaN
1.443,NaN
1.457,NaN
1.471,NaN
1.486,NaN
1.500,NaN
1.514,NaN
1.528,NaN
1.543,NaN
1.557,NaN
1.571,NaN
1.586,NaN
1.600,-120.000
1.614,NaN
1.628,NaN
1.643,NaN
1.657,-120.000
1.671,-120.000
1.686,NaN
1.700,NaN
1.714,-120.000
1.728,NaN
1.743,NaN
1.757,NaN
1.771,NaN
1.786,NaN
1.800,-120.000
1.814,NaN
1.828,NaN
1.843,NaN
1.857,NaN
1.871,-120.000
1.886,NaN
1.900,NaN
1.914,-120.000
1.928,NaN
1.943,NaN
1.957,NaN
1.971,NaN
1.986,NaN
2.000,NaN
2.014,NaN
2.028,NaN
2.043,-120.000
2.057,NaN
2.071,-120.000
2.086,NaN
2.100,NaN
2.114,NaN
2.128,NaN
2.143,NaN
2.157,-120.000
2.171,NaN
2.186,NaN
2.200,-120.000
2.214,NaN
2.228,-120.000
2.243,NaN
2.257,NaN
2.271,-120.000
2.286,NaN
2.300,NaN
2.314,NaN
2.328,NaN
2.343,-120.000
2.357,NaN
2.371,-120.000
2.386,-120.000
2.400,NaN
2.414,NaN
2.428,NaN
2.443,NaN
2.457,-120.000
2.471,NaN
2.486,NaN
2.500,NaN
2.514,NaN
2.528,NaN
2.543,NaN
2.557,NaN
2.571,NaN
2.586,NaN
2.600,NaN
2.614,NaN
2.628,-120.000
2.643,-120.000
2.657,NaN
2.671,-120.000
2.686,-120.000
2.700,NaN
2.714,NaN
2.728,NaN
2.743,NaN
2.757,NaN
2.771,-120.000
2.786,NaN
2.800,NaN
2.814,NaN
2.828,NaN
2.843,NaN
2.857,NaN
2.871,NaN
2.886,-120.000
2.900,NaN
2.914,NaN
2.928,NaN
2.943,NaN
2.957,NaN
2.971,-120.000
2.986,NaN
3.000,-120.000
3.014,-120.000
