1170.000,0.323
1170.050,0.297
1170.100,0.250
1170.150,0.189
1170.200,0.108
1170.250,0.101
1170.300,0.081
1170.350,0.019
1170.400,-0.020
1170.450,-0.052
1170.500,-0.076
1170.550,-0.084
1170.600,-0.131
1170.650,-0.115
1170.700,-0.153
1170.750,-0.132
1170.800,-0.153
1170.850,-0.170
1170.900,-0.140
1170.950,-0.144
1171.000,-0.160
1171.050,-0.131
1171.100,-0.147
1171.150,-0.175
1171.200,-0.194
1171.250,-0.173
1171.300,-0.171
1171.350,-0.179
1171.400,-0.158
1171.450,-0.213
1171.500,-0.184
1171.550,-0.202
1171.600,-0.167
1171.650,-0.204
1171.700,-0.189
1171.750,-0.219
1171.800,-0.201
1171.850,-0.222
1171.900,-0.214
1171.950,-0.185
1172.000,-0.209
1172.050,-0.186
1172.100,-0.191
1172.150,-0.188
1172.200,-0.219
1172.250,-0.193
1172.300,-0.192
1172.350,-0.230
1172.400,-0.221
1172.450,-0.177
1172.500,-0.241
1172.550,-0.236
1172.600,-0.210
1172.650,-0.228
1172.700,-0.191
1172.750,-0.205
1172.800,-0.227
1172.850,-0.221
1172.900,-0.226
1172.950,-0.258
1173.000,-0.227
1173.050,-0.255
1173.100,-0.239
1173.150,-0.248
1173.200,-0.250
1173.250,-0.266
1173.300,-0.238
1173.350,-0.241
1173.400,-0.214
1173.450,-0.210
1173.500,-0.241
1173.550,-0.241
1173.600,-0.241
1173.650,-0.251
1173.700,-0.240
1173.750,-0.227
1173.800,-0.216
1173.850,-0.166
1173.900,-0.125
1173.950,-0.102
1174.000,-0.071
1174.050,-0.012
1174.100,0.021
1174.150,0.090
1174.200,0.132
1174.250,0.146
1174.300,0.182
1174.350,0.197
1174.400,0.255
1174.450,0.275
1174.500,0.254
1174.550,0.215
1174.600,0.133
1174.650,0.008
1174.700,-0.186
1174.750,-0.390
1174.800,-0.646
1174.850,-0.949
1174.900,-1.254
1174.950,-1.634
1175.000,-2.017
1175.050,-2.486
1175.100,-3.003
1175.150,-3.539
1175.200,-4.143
1175.250,-4.803
1175.300,-5.571
1175.350,-6.363
1175.400,-7.265
1175.450,-8.237
1175.500,-9.317
1175.550,-10.464
1175.600,-11.683
1175.650,-13.012
1175.700,-14.406
1175.750,-15.853
1175.800,-17.359
1175.850,-18.856
1175.900,-20.450
1175.950,-22.025
1176.000,-23.609
1176.050,-25.268
1176.100,-26.949
1176.150,-28.693
1176.200,-30.533
1176.250,-32.493
1176.300,-34.607
1176.350,-36.984
1176.400,-39.571
1176.450,-42.498
1176.500,-45.717
1176.550,-49.321
1176.600,-53.275
1176.650,-57.563
1176.700,-62.133
1176.750,-66.944
1176.800,-71.874
1176.850,-76.714
1176.900,-81.401
1176.950,-85.617
1177.000,-89.037
1177.050,-91.012
1177.100,-90.706
1177.150,-86.762
1177.200,-77.286
1177.250,-59.895
1177.300,-31.980
1177.350,8.714
1177.400,63.120
1177.450,129.726
1177.500,204.128
1177.550,278.598
1177.600,343.618
1177.650,389.706
1177.700,410.433
1177.750,403.922
1177.800,373.339
1177.850,325.257
1177.900,267.514
1177.950,207.242
1178.000,149.514
1178.050,97.357
1178.100,51.967
1178.150,13.203
1178.201,-19.799
1178.251,-47.875
1178.301,-71.861
1178.351,-92.273
1178.401,-109.494
1178.451,-123.739
1178.501,-135.186
1178.551,-144.043
1178.601,-150.548
1178.651,-154.687
1178.701,-156.464
1178.751,-155.505
1178.801,-151.562
1178.851,-144.617
1178.901,-135.205
1178.951,-124.301
1179.001,-113.132
1179.051,-102.696
1179.101,-93.429
1179.151,-85.195
1179.201,-77.604
1179.251,-70.282
1179.301,-63.269
1179.351,-56.710
1179.401,-51.044
1179.451,-46.253
1179.501,-42.212
1179.551,-38.703
1179.601,-35.369
1179.651,-32.135
1179.701,-28.980
1179.751,-25.988
1179.801,-23.269
1179.851,-20.663
1179.901,-18.120
1179.951,-15.363
1180.001,-12.386
1180.051,-9.308
1180.101,-6.288
1180.151,-3.408
1180.201,-0.678
1180.251,1.928
1180.301,4.471
1180.351,6.886
1180.401,9.155
