,Data
0,1.4379684555465369
1,0.8116866497802352
2,1.248306813612149
3,0.7961474391712506
4,1.3532235176143257
5,1.3673690893109174
6,2.141336916956709
7,0.6366661972697273
8,0.5426788164860538
9,0.8407816690073149
10,1.1659073191063107
11,1.5200632606908924
12,0.9559751219457298
13,0.724418966509232
14,0.8576837690967787
15,1.0052118121908131
16,1.0621671792346934
17,1.0061026072072634
18,0.8919568848524912
19,0.8717733937304775
20,0.9282154493793385
21,0.9909235881636711
22,0.9905309567973483
23,0.9634105824136329
24,0.9426116295332975
25,0.9403047583657529
26,0.9446926368303126
27,0.941436235937406
28,0.9355639770685062
29,0.9336919797778311
30,0.951381622285775
31,0.9799525993847966
32,0.9921592644369831
33,0.9630486032589717
34,0.9223278754701847
35,0.9020444506436915
36,0.9115492191891227
37,0.9461602380111966
38,0.9789755461262458
39,0.9886601295015358
40,0.9654181866025279
41,0.9362024183993769
42,0.9162668085409776
43,0.9110165678498141
44,0.9237225096342084
45,0.9437339177367914
46,0.9664049491487228
47,0.971561063061281
48,0.956432026200256
49,0.9323502687332098
50,0.9124864645557081
51,0.9092223013325433
52,0.9206388868019447
53,0.9452227252175358
54,0.9610416764074454
55,0.9620319161065759
56,0.945082837051145
57,0.9218419776195721
58,0.9029386760211475
59,0.9006201365007007
60,0.9162168925103753
61,0.9371113080642723
62,0.9510649128029529
63,0.9457879618731115
64,0.9245029946394924
65,0.8983030698464757
66,0.8819598691044439
67,0.8827199601563366
68,0.9047130911620925
69,0.9284978511075745
70,0.9385993753629677
71,0.928450426222124
72,0.9027706433013214
73,0.8815590209601645
74,0.8710746684058296
75,0.8799532013759451
76,0.9016822861803246
77,0.933318489802562
78,0.9350291101626224
79,0.9183550304174265
80,0.8936399170494194
81,0.8719728912349326
82,0.8627341172450658
83,0.8668148757300792
84,0.8853479321682995
85,0.905580627077076
86,0.9149447987398616
87,0.8990326592373993
88,0.8761160000417831
89,0.8570670937042807
90,0.8484316326872967
91,0.856155266063597
92,0.8695213793081925
93,0.8860907023135578
94,0.8863435731960837
95,0.8735787724444013
96,0.8558052607267287
97,0.8445009662460318
98,0.844707518355139
99,0.8644245230418879
100,0.8685117719415179
101,0.8717342940295267
102,0.857364422524097
103,0.832990490903224
104,0.8101096840129146
105,0.7951721268380221
106,0.8022078167488627
107,0.8245849002893584
108,0.8500639192225662
109,0.8598909012801222
110,0.8518095077499572
111,0.8294392917755739
112,0.8077241741226163
113,0.7969407114974945
114,0.8065802003532807
115,0.8234996237568802
116,0.8478831440812098
117,0.8861506851686415
118,0.8393333869445642
119,0.8188311513448919
120,0.8026343178119132
121,0.7960634055409058
122,0.7966875375561865
123,0.8133480758823128
124,0.8203622884700479
125,0.8220661427766843
126,0.8061668051692101
127,0.7847457131660814
128,0.7737933180240933
129,0.7679001315466061
130,0.7766327614122346
131,0.7954217690489629
132,0.7864978471875135
133,0.7756664379064222
134,0.7578741382473811
135,0.7495785168353791
136,0.739797598907
137,0.7391102102173974
138,0.7492625237023444
139,0.7562858414484356
140,0.7528398726480527
141,0.7407962407090436
142,0.7224465938663319
143,0.7043365595437432
144,0.6888160892004915
145,0.6870662952515546
146,0.6752564195271601
147,0.6433462057200017
148,0.6048880301238921
149,0.5614358113433687
150,0.5224955118747222
151,0.4680264485068341
152,0.44457827773220127
153,0.4893494372140069
154,0.5775717907779252
155,0.6231087561425735
156,0.6530805961759819
157,0.6407036808183891
158,0.6302475631476631
159,0.6318808355050918
160,0.6092689444933923
161,0.6178238955555414
162,0.6035800574947299
163,0.5755608442525743
164,0.5313115094922899
165,0.48302356693796694
166,0.4128173047814542
167,0.3369176471571436
168,0.2939394736478185
169,0.24962130726409454
170,0.24627966076251429
171,0.2744807088023421
172,0.3162471035488916
173,0.3534489322006259
174,0.35481264794699474
175,0.3638671081194031
176,0.3487382923520266
177,0.3752512086524776
178,0.42221749596697544
179,0.4739371200359647
