1170.000,0.378
1170.050,0.317
1170.100,0.286
1170.150,0.223
1170.200,0.169
1170.250,0.142
1170.300,0.090
1170.350,0.032
1170.400,-0.001
1170.450,-0.042
1170.500,-0.086
1170.550,-0.112
1170.600,-0.132
1170.650,-0.157
1170.700,-0.173
1170.750,-0.196
1170.800,-0.188
1170.850,-0.182
1170.900,-0.184
1170.950,-0.186
1171.000,-0.198
1171.050,-0.204
1171.100,-0.192
1171.150,-0.174
1171.200,-0.197
1171.250,-0.204
1171.300,-0.207
1171.350,-0.203
1171.400,-0.220
1171.450,-0.240
1171.500,-0.253
1171.550,-0.246
1171.600,-0.267
1171.650,-0.276
1171.700,-0.298
1171.750,-0.286
1171.800,-0.304
1171.850,-0.307
1171.900,-0.311
1171.950,-0.313
1172.000,-0.316
1172.050,-0.328
1172.100,-0.317
1172.150,-0.331
1172.200,-0.366
1172.250,-0.353
1172.300,-0.351
1172.350,-0.362
1172.400,-0.371
1172.450,-0.396
1172.500,-0.382
1172.550,-0.386
1172.600,-0.381
1172.650,-0.389
1172.700,-0.402
1172.750,-0.393
1172.800,-0.389
1172.850,-0.381
1172.900,-0.396
1172.950,-0.411
1173.000,-0.393
1173.050,-0.395
1173.100,-0.382
1173.150,-0.393
1173.200,-0.378
1173.250,-0.398
1173.300,-0.392
1173.350,-0.361
1173.400,-0.384
1173.450,-0.386
1173.500,-0.366
1173.550,-0.364
1173.600,-0.381
1173.650,-0.363
1173.700,-0.399
1173.750,-0.375
1173.800,-0.388
1173.850,-0.345
1173.900,-0.319
1173.950,-0.294
1174.000,-0.269
1174.050,-0.237
1174.100,-0.193
1174.150,-0.140
1174.200,-0.123
1174.250,-0.075
1174.300,-0.083
1174.350,-0.070
1174.400,-0.096
1174.450,-0.109
1174.500,-0.177
1174.550,-0.242
1174.600,-0.367
1174.650,-0.536
1174.700,-0.750
1174.750,-1.024
1174.800,-1.356
1174.850,-1.748
1174.900,-2.153
1174.950,-2.602
1175.000,-3.070
1175.050,-3.570
1175.100,-4.103
1175.150,-4.674
1175.200,-5.277
1175.250,-5.900
1175.300,-6.568
1175.350,-7.258
1175.400,-7.986
1175.450,-8.781
1175.500,-9.602
1175.550,-10.473
1175.600,-11.376
1175.650,-12.317
1175.700,-13.280
1175.750,-14.317
1175.800,-15.405
1175.850,-16.513
1175.900,-17.659
1175.950,-18.833
1176.000,-20.039
1176.050,-21.277
1176.100,-22.557
1176.150,-23.926
1176.200,-25.344
1176.250,-26.888
1176.300,-28.581
1176.350,-30.455
1176.400,-32.592
1176.450,-35.030
1176.500,-37.772
1176.550,-40.897
1176.600,-44.464
1176.650,-48.455
1176.700,-52.859
1176.750,-57.676
1176.800,-62.871
1176.850,-68.292
1176.900,-73.877
1176.950,-79.368
1177.000,-84.387
1177.050,-88.450
1177.100,-90.730
1177.150,-90.031
1177.200,-84.697
1177.250,-72.690
1177.300,-51.678
1177.350,-19.545
1177.400,25.003
1177.450,81.659
1177.500,147.800
1177.550,218.157
1177.600,285.207
1177.650,340.566
1177.700,376.725
1177.750,388.968
1177.800,376.775
1177.850,343.506
1177.900,295.374
1177.950,239.403
1178.000,181.640
1178.050,126.518
1178.100,76.498
1178.150,32.670
1178.201,-4.874
1178.251,-36.608
1178.301,-63.238
1178.351,-85.426
1178.401,-103.868
1178.451,-118.971
1178.501,-130.937
1178.551,-139.956
1178.601,-146.219
1178.651,-149.961
1178.701,-151.307
1178.751,-150.330
1178.801,-146.878
1178.851,-140.886
1178.901,-132.569
1178.951,-122.444
1179.001,-111.417
1179.051,-100.497
1179.101,-90.416
1179.151,-81.508
1179.201,-73.715
1179.251,-66.677
1179.301,-60.175
1179.351,-54.083
1179.401,-48.554
1179.451,-43.715
1179.501,-39.522
1179.551,-35.872
1179.601,-32.579
1179.651,-29.457
1179.701,-26.475
1179.751,-23.639
1179.801,-21.038
1179.851,-18.639
1179.901,-16.331
1179.951,-13.947
1180.001,-11.436
1180.051,-8.764
1180.101,-5.936
1180.151,-3.123
1180.201,-0.356
1180.251,2.282
1180.301,4.847
1180.351,7.307
1180.401,9.622
1180.451,11.702
1180.501,13.516
1180.551,15.049
1180.601,16.397
1180.651,17.649
1180.701,18.934
1180.751,20.234
1180.801,21.422
1180.851,22.322
1180.901,22.808
1180.951,22.757
1181.001,22.311
1181.051,21.605
1181.101,20.797
1181.151,20.078
1181.201,19.530
1181.251,19.038
1181.301,18.563
1181.351,18.042
1181.401,17.435
1181.451,16.718
1181.501,15.884
1181.551,14.820
1181.601,13.455
1181.651,11.802
1181.701,9.816
1181.751,7.695
1181.801,5.562
1181.851,3.638
1181.901,2.141
1181.951,1.277
1182.001,1.009
1182.051,1.362
1182.101,2.145
1182.151,3.174
1182.201,4.216
1182.251,5.189
1182.301,5.925
1182.351,6.422
1182.401,6.619
1182.451,6.558
1182.501,6.254
1182.551,5.746
1182.601,5.091
1182.651,4.359
1182.701,3.539
1182.751,2.652
1182.801,1.647
1182.851,0.499
1182.901,-0.685
1182.951,-1.746
1183.001,-2.509
1183.051,-2.805
1183.101,-2.585
