1170.000,-0.031
1170.050,-0.018
1170.100,-0.014
1170.150,0.001
1170.200,-0.009
1170.250,-0.010
1170.300,0.007
1170.350,-0.003
1170.400,0.018
1170.450,0.029
1170.500,0.005
1170.550,0.023
1170.600,-0.004
1170.650,-0.003
1170.700,0.002
1170.750,0.009
1170.800,0.010
1170.850,-0.005
1170.900,-0.008
1170.950,0.001
1171.000,0.006
1171.050,0.010
1171.100,0.006
1171.150,0.009
1171.200,0.021
1171.250,0.017
1171.300,-0.003
1171.350,-0.006
1171.400,-0.008
1171.450,0.013
1171.500,0.006
1171.550,0.008
1171.600,-0.002
1171.650,0.001
1171.700,0.001
1171.750,-0.011
1171.800,-0.025
1171.850,-0.037
1171.900,-0.040
1171.950,-0.063
1172.000,-0.047
1172.050,-0.040
1172.100,-0.049
1172.150,-0.066
1172.200,-0.072
1172.250,-0.070
1172.300,-0.064
1172.350,-0.073
1172.400,-0.080
1172.450,-0.058
1172.500,-0.072
1172.550,-0.053
1172.600,-0.046
1172.650,-0.037
1172.700,-0.011
1172.750,-0.012
1172.800,-0.008
1172.850,-0.005
1172.900,-0.030
1172.950,-0.044
1173.000,-0.052
1173.050,-0.070
1173.100,-0.113
1173.150,-0.140
1173.200,-0.244
1173.250,-0.350
1173.300,-0.501
1173.350,-0.715
1173.400,-0.919
1173.450,-1.150
1173.500,-1.397
1173.550,-1.670
1173.600,-1.945
1173.650,-2.252
1173.700,-2.600
1173.750,-2.985
1173.800,-3.426
1173.850,-3.889
1173.900,-4.409
1173.950,-4.999
1174.000,-5.664
1174.050,-6.462
1174.100,-7.306
1174.150,-8.288
1174.200,-9.327
1174.250,-10.481
1174.300,-11.802
1174.350,-13.191
1174.400,-14.725
1174.450,-16.283
1174.500,-17.979
1174.550,-19.723
1174.600,-21.535
1174.650,-23.399
1174.700,-25.305
1174.750,-27.313
1174.800,-29.386
1174.850,-31.620
1174.900,-33.948
1174.950,-36.470
1175.000,-39.197
1175.050,-42.193
1175.100,-45.514
1175.150,-49.201
1175.200,-53.259
1175.250,-57.721
1175.300,-62.544
1175.350,-67.744
1175.400,-73.288
1175.450,-79.048
1175.500,-84.957
1175.550,-90.749
1175.600,-95.987
1175.650,-100.072
1175.700,-102.091
1175.750,-100.499
1175.800,-93.100
1175.850,-77.014
1175.900,-48.860
1175.950,-5.517
1176.000,54.706
1176.050,130.435
1176.100,216.012
1176.150,301.283
1176.200,373.374
1176.250,419.997
1176.300,433.888
1176.350,415.278
1176.400,371.417
1176.450,312.846
1176.500,249.209
1176.550,186.758
1176.600,128.590
1176.650,76.031
1176.700,29.779
1176.750,-9.902
1176.800,-43.373
1176.850,-71.379
1176.900,-94.562
1176.950,-113.309
1177.000,-127.974
1177.050,-139.222
1177.100,-147.659
1177.150,-153.457
1177.200,-156.744
1177.250,-157.510
1177.300,-155.870
1177.350,-151.771
1177.400,-145.263
1177.450,-136.688
1177.500,-126.546
1177.550,-115.464
1177.600,-104.100
1177.650,-93.247
1177.700,-83.490
1177.750,-74.929
1177.800,-67.407
1177.850,-60.570
1177.900,-54.057
1177.950,-47.504
1178.000,-40.790
1178.050,-34.118
1178.100,-27.628
1178.150,-21.447
1178.201,-15.858
1178.251,-11.063
1178.301,-7.111
1178.351,-3.963
1178.401,-1.597
1178.451,0.121
1178.501,1.503
1178.551,2.715
1178.601,3.644
1178.651,4.316
1178.701,4.759
1178.751,5.062
1178.801,5.266
1178.851,5.564
