,Data
0,1.458299674098588
1,0.7952844004895085
2,1.251415583985042
3,0.8006798720300701
4,1.340006185319447
5,1.3762433358499535
6,2.04352588832396
7,0.6180296962017746
8,0.5672904216555431
9,0.835918732817109
10,1.1566712630206437
11,1.5020427124070352
12,0.9539329850008063
13,0.7290871979002853
14,0.8669933918477704
15,1.0003512382845914
16,1.080023393362984
17,1.0085212295570163
18,0.9040452920527012
19,0.8775994767852753
20,0.9345631756707041
21,0.9953983181881827
22,1.0008511185398061
23,0.9747345556505609
24,0.9489317105912765
25,0.9474173383490408
26,0.9511898962514559
27,0.9484041281183985
28,0.943126786616692
29,0.9444993934589728
30,0.9629804712801698
31,0.9938071348893424
32,1.0035532794059228
33,0.9745423339938968
34,0.9337409287611903
35,0.9123435300570573
36,0.9229957843727613
37,0.9617065107423165
38,0.9959699001577766
39,1.0063662008642824
40,0.9876778615736339
41,0.9538503533902135
42,0.9305239851260609
43,0.9211153072376891
44,0.9348700219786443
45,0.9574491369715596
46,0.9825603016632961
47,0.9889302911575836
48,0.9736758797112446
49,0.9454956270399123
50,0.9221543397822717
51,0.916349988491822
52,0.9286417863578881
53,0.953086514121798
54,0.974530834232228
55,0.9774663503727593
56,0.9592661213578473
57,0.9324765816501066
58,0.9111231137044925
59,0.9073352150047718
60,0.9240230324877856
61,0.9487268692234785
62,0.9646562019683789
63,0.961311966282643
64,0.9375035663065516
65,0.9082989360445918
66,0.8907333049353033
67,0.8921849537830381
68,0.9150586924840912
69,0.9390188308591775
70,0.9531465786265939
71,0.9459112996510146
72,0.9208509721844544
73,0.8965340880199184
74,0.8844067194843825
75,0.8930964769008918
76,0.9157220575709623
77,0.9365853727020633
78,0.9459082198168393
79,0.932847693131794
80,0.908230543352306
81,0.8822089890883513
82,0.8729205244162994
83,0.88156042771487
84,0.900603187697123
85,0.922985761612334
86,0.932283048691176
87,0.9209768261234239
88,0.8980823900720131
89,0.8779527460428656
90,0.8694722301932013
91,0.879077471337934
92,0.8962077602284111
93,0.9093073047899877
94,0.9086152566943082
95,0.8933119082532446
96,0.8746095111283188
97,0.8644039716796827
98,0.8640655590475874
99,0.8786926936387676
100,0.8931228992231233
101,0.8957532791542228
102,0.8810261039153644
103,0.8534189774469444
104,0.8284037594243844
105,0.8190199155314261
106,0.8306546594773401
107,0.8571901609715997
108,0.8795734049290621
109,0.8884376719300369
110,0.8727265426805981
111,0.8470872939177876
112,0.8274154067750018
113,0.8220892220051008
114,0.8352765117302695
115,0.8574740275798598
116,0.87476584654386
117,0.8784625220724701
118,0.863817726579397
119,0.839220547111219
120,0.8127891590213413
121,0.8156373796281542
122,0.8227166451265981
123,0.8347533570306196
124,0.844273408364742
